name,brand,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water_per_100g,portion_name,portion_grams,source,external_id
Aderezo jalapeño,,412.5,1.25,8.75,42.5,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:45
Aderezo mil islas,,350,0,13.75,33.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:46
Aderezo mil islas bajo en calorías,,160,0.6667,16,10.6667,0,0,cucharada,15,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:8
Aderezo ranch,,550,0,6.25,58.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:47
Aderezo ranch bajo en calorías,,142.2222,2.8889,31.3333,6.2222,0,0,cucharada,15,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:9
Aderezo roquefort,,475,5,7.5,48.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:48
Aderezo ruso,,462.5,1.25,10,47.5,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:49
Aderezo ruso bajo en calorías,,144.4444,0.6667,27.5556,3.7778,0,0,cucharada,15,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:10
Aderezo tipo blue cheese,,475,5,7.5,48.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:50
Aderezo tipo cesar,,412.5,3.75,6.25,41.25,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:51
Aderezo tipo cesar bajo en calorías,,193.3333,3.3333,6.4444,16.2222,0,0,cucharada,15,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:11
Aderezo tipo francés,,400,0,16.25,38.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:52
Aderezo tipo mil islas,,350,0,13.75,33.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:53
Aderezo tipo ranch,,550,0,6.25,58.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:54
Aderezo vinagreta casera,,450,0,3,50,0,0,cucharada,5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:55
Aderezo vinagreta comercial,,205,0,13.5,16.5,0,0,cucharadita,5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:56
Aderezos para ensalada bajos en calorías y grasa,,47.0588,0,9.4118,0,0,0,taza,255,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:4
Agua,,0.8333,0,0,0,0,0,taza,240,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:5
Agua de coco,,18.0556,0.3056,4.6944,0.1944,0,0,taza,240,SMAE 2014,SMAE2014:FRUTAS:4
Agua mineral,,1.1268,0,0,0,0,0,lata,355,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:6
Agua quina,,35.8974,0,9.4872,0,0,0,lata,351,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:5
Aguacate California,,93.1034,1.2069,3.6207,9.1379,0,0,cucharadita,174,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:57
Aguacate de pellejo,,64.7059,0.7353,2.9412,6.6176,0,0,pieza,45.33,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:58
Aguacate florida,,59.4059,0.7921,4.7525,4.7525,0,0,pieza,303,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:59
Aguacate hass,,93.1034,1.2069,3.6207,9.1379,0,0,pieza,174,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:60
Aguacate madiano,,75.8621,0.8621,3.9655,7.069,0,0,pieza,174,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:61
Aguacate verde,,95.8333,1.0417,3.125,9.5833,0,0,pieza,96,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:62
Aguardiente,,280,0,0,0,0,0,ml,1,SMAE 2014,SMAE2014:BEBIDAS_ALCOHOLICAS:4
Aguayón,,140,21,0,6.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:6
Aguayón de res,,140,21.3333,0,6.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:7
Aguja de res,,154.5455,20.6061,0,7.8788,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:4
Ahuahutle seco,,390,78,2,4,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:8
Ajo en polvo,,250,15,55,0,0,0,cucharadita,4,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:7
Ajonjoli,,610,27,10,57,0,0,cucharadita,2.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:107
Ajonjoli,,610,27,10,57,0,0,cucharadita,2.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:4
Ajonjoli tostado,,576.9231,16.9231,26.1538,48.4615,0,0,cucharada,2.6,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:108
Ajonjoli tostado,,576.9231,16.9231,26.1538,48.4615,0,0,cucharada,2.6,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:5
Albahaca deshidratada,,250,10,45,0,0,0,cucharadita,1.33,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:8
Albahaca molida,,250,10,45,0,0,0,cucharadita,1.33,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:9
Albaricoque en almibar,,83.0769,0.6154,21.2308,0.1538,2.7692,0,taza,260,SMAE 2014,SMAE2014:FRUTAS:5
Albaricoque en mitades enlatados en agua,,26.8722,0.7048,6.3877,0.1762,1.5859,0,taza,227,SMAE 2014,SMAE2014:FRUTAS:7
Albaricoque en mitades enlatados en jugo,,48.3607,0.6557,12.377,0.082,1.6393,0,taza,244,SMAE 2014,SMAE2014:FRUTAS:6
Alcachofa mediana cocida,,52.0833,2.9167,11.875,0.4167,8.5417,0,pieza,48,SMAE 2014,SMAE2014:VERDURAS:6
Alcaparras,,23.5294,2.3529,4.7059,0.5882,0,0,cucharada,8.5,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:10
Alcaravea,,400,20,50,20,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:11
Alce crudo,,102.8571,20,0,0.8571,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:9
Alcohol con fruta,,55,0,7.9167,1.3333,0,0,vaso,300,SMAE 2014,SMAE2014:PLATILLOS_BEBIDAS:50
Alcohol con leche,,61.6667,0,5.3333,0,0,0,vaso,300,SMAE 2014,SMAE2014:PLATILLOS_BEBIDAS:47
Alcohól con refresco,,63.3333,0,10,0,0,0,vaso,300,SMAE 2014,SMAE2014:PLATILLOS_BEBIDAS:40
Alcohol con verdura,,31.6667,0,1.3333,0,0,0,vaso,300,SMAE 2014,SMAE2014:PLATILLOS_BEBIDAS:44
Alegría natural,,352.381,12.8571,64.2857,7.1429,6.6667,0,cucharadita,4.2,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:4
Alegría tostada,,393.75,13.75,73.125,8.125,10,0,cucharadita,4,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:5
Alemndra ahumada,,591.6667,21.6667,17.5,53.3333,0,0,pieza,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:111
Alemndra ahumada,,591.6667,21.6667,17.5,53.3333,0,0,pieza,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:8
ALF* para beber fresa con Lactobacillus casei Shirota,,86.0465,2.8837,15.0233,1.4884,0,0,envase,215,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:4
ALF* para beber mango con Lactobacillus casei Shirota,,72.093,2.8837,14.6047,0.186,0,0,envase,215,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:5
ALF* para beber natural con Lactobacillus casei Shirota,,66.1972,2.8169,12.3944,0.6103,0,0,envase,213,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:6
ALF** fresa con lactobacillus casei Shirota,,60.3774,4.0252,10.7547,0.1887,0,0,envase,106,SMAE 2014,SMAE2014:LECHE_DESCREMADA:4
ALF** mango con lactobacillus casei Shirota,,60.3774,4.0252,10.6289,0.1887,0,0,envase,106,SMAE 2014,SMAE2014:LECHE_DESCREMADA:5
ALF** manzana con lactobacillus casei Shirota,,56.6038,4.0252,9.6855,0.1887,0,0,envase,106,SMAE 2014,SMAE2014:LECHE_DESCREMADA:6
ALF** natural con Lactobacillus casei Shirota,,68.5714,3.619,8.5714,2.1587,0,0,envase,105,SMAE 2014,SMAE2014:LECHE_SEMIDESCREMADA:4
Alfonso 13,,61.6667,0,5.3333,1.3333,0,0,vaso,300,SMAE 2014,SMAE2014:PLATILLOS_BEBIDAS:48
Alimento lácteo fermentado con Actiregularis sabor Ciruela Pasa (bebible),,84.4,2.32,12.68,2.72,0,0,pieza,250,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:7
Alimento lácteo fermentado con Actiregularis sabor Ciruela Pasa (sólido),,103,3.1,15.45,3.2,0,0,pieza,150,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:8
Alimento lácteo fermentado con Actiregularis sabor fresa (bebible),,84.4,2.32,12.8,2.72,0,0,pieza,250,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:9
Alimento lácteo fermentado con Actiregularis sabor fresa (sólido),,94,3.5,12.75,3.2,0,0,pieza,150,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:10
Alimento lácteo fermentado sabor fresa (Lactobacillus casei y Streptococcus thermophilus),,87.037,3.6111,13.7037,2.037,0,0,pieza,108,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:11
Alimento lácteo fermentado sabor manzana (Lactobacillus casei y Streptococcus thermophilus),,74.537,3.7963,14.4444,0.1852,0,0,pieza,108,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:12
Alimento lácteo fermentado sabor natural (Lactobacillus casei y Streptococcus thermophilus),,74.537,3.9815,14.3519,0.1852,0,0,pieza,108,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:13
Almeja chirla,,82,14.8,1.4,0.8,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:10
Almeja cruda mediana sin concha,,74.1379,12.7586,2.5862,1.0345,0,0,pieza,14.5,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:11
Almeja fresca sin concha,,74.1379,12.7586,2.5862,1.0345,0,0,pieza,14.5,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:12
Almendra,,550,22.5,4.1667,55,0,0,pieza,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:109
Almendra,,550,22.5,4.1667,55,0,0,pieza,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:6
Almendra acaramelada,,600,18.3333,28.3333,50,0,0,pieza,2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:110
Almendra acaramelada,,600,18.3333,28.3333,50,0,0,pieza,2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:7
Almendra con chocolate,,513.3333,9.3333,44,37.3333,0,0,,,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:12
Almendra deshidratada,,591.6667,20,20,52.5,0,0,pieza,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:112
Almendra deshidratada,,591.6667,20,20,52.5,0,0,pieza,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:9
Almendra fileteada,,600,20.8333,18.3333,54.1667,0,0,cucharada,6,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:10
Almendra fileteada,,600,20.8333,18.3333,54.1667,0,0,cucharada,6,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:113
Almendra picada,,620,21,18,52,0,0,cucharadita,2.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:11
Almendra picada,,620,21,18,52,0,0,cucharadita,2.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:114
Almendra tostada,,591.6667,16.6667,25,52.5,0,0,cucharada,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:115
Almendra tostada,,591.6667,16.6667,25,52.5,0,0,cucharada,1.2,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:12
Alón de pollo con piel cocido,,229.4118,22.7451,0,16.8627,0,0,pieza,51,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:4
Alón de pollo con piel crudo,,223.5294,18.4314,0,16.0784,0,0,pieza,51,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:5
Alón de pollo sin piel,,127.5862,22.069,0,3.4483,0,0,pieza,29,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:13
Alubia cocida (chica o grande),,137.7778,9.6667,25,0.3333,6.2222,0,taza,180,SMAE 2014,SMAE2014:LEGUMINOSAS:4
Alubia cruda (chica o grande),,334.2857,23.1429,60.2857,0.8571,15.1429,0,,,SMAE 2014,SMAE2014:LEGUMINOSAS:5
Alubia enlatada guisada,,115.1163,7.3256,21.2791,0.3488,4.8837,0,taza,258,SMAE 2014,SMAE2014:LEGUMINOSAS:6
Alubia germinada,,33.1579,4.7895,4.6842,0.5789,0,0,taza,190,SMAE 2014,SMAE2014:LEGUMINOSAS:7
Alverjón o chicharo seco cocido,,118.3673,8.3673,21.1224,0.4082,0,0,taza,196,SMAE 2014,SMAE2014:LEGUMINOSAS:9
Alverjón o chicharo seco crudo,,340,24.5714,60.2857,1.1429,0,0,,,SMAE 2014,SMAE2014:LEGUMINOSAS:8
Amaranto cocido,,21.2121,2.1212,4.0909,0.1515,0,0,taza,132,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:6
Amaranto tostado,,393.75,13.75,72.5,8.125,10,0,taza,64,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:7
Anchoa con aceite,,208.3333,29.1667,0,10.8333,0,0,pieza,4,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:5
Anchoa fresca,,130,20.3333,0,4.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:14
Anillos de calamar,,89.4737,15.5263,3.1579,1.3158,0,0,taza,152,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:15
Anillos de trigo azucarados de colores,,393.75,6.25,83.75,3.75,1.25,0,taza,32,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:8
Anís,,400,20,50,20,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:12
Anís dulce seco,,267.2727,0,1.0909,0,0,0,ml,1,SMAE 2014,SMAE2014:BEBIDAS_ALCOHOLICAS:5
Anona,,100,1.6949,24.9153,0.678,3.3898,0,,,SMAE 2014,SMAE2014:FRUTAS:8
Añejo tipo cotija,,291.6667,28.3333,1.25,33.3333,0,0,cucharada,12,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:6
Apio cocido,,17.6991,0.7965,3.9823,0.177,1.5929,0,taza,150.67,SMAE 2014,SMAE2014:VERDURAS:7
Apio crudo,,16.2963,0.6667,2.963,0.1481,1.8519,0,taza,90,SMAE 2014,SMAE2014:VERDURAS:8
Arándano fresco,,46.2585,0.4082,12.1769,0.1361,4.6259,0,taza,98,SMAE 2014,SMAE2014:FRUTAS:9
Arenque cocido,,204,23.2,0,11.6,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:6
Arenque fresco crudo,,157.1429,18,0,9.1429,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:7
Arenque marinado,,158.6957,18.0435,0,9.1304,0,0,filete,184,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:4
Armadillo,,166.6667,29.0476,0,5.2381,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:16
Arrachera cruda,,140,21.4286,0,5.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:8
Arrachera de avestruz,,90,20.5,0,1,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:17
Arrachera de res cruda,,186.6667,28,0,7.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:9
Arroz a la jardinera,,89.7436,0,16.4103,1.2821,0,0,taza,195,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:46
Arroz a la mexicana,,89.7436,0,16.4103,1.2821,0,0,taza,195,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:47
Arroz blanco con plátano frito,,98.8095,0,14.2857,3.5714,0,0,taza,210,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:62
Arroz cocido,,127.6596,2.3404,28.2979,0.2128,0.2128,0,taza,188,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:9
Arroz con pollo al horno,,134.5238,0,14.2857,5.9524,0,0,taza,210,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:54
Arroz crudo,,360,6.5,79.5,0.5,0,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:10
Arroz inflado con cocoa,,376.4706,5.2941,86.4706,1.1765,0.5882,0,taza,34,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:11
Arroz inflado natural,,382.3529,6.4706,85.8824,0.5882,2.9412,0,taza,34,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:12
Arroz integral cocido,,112.3077,2.3077,23.5385,0.7692,1.8462,0,taza,195,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:13
Arroz integral crudo,,360,2.5,76,2.5,3.5,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:14
Arroz precocido cocido,,123.0769,2.8846,26.1538,0.3846,0.9615,0,taza,156,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:15
Arroz precocido crudo,,375,8,80.5,1,2,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:16
Arroz pulido crudo,,360,6.5,79.5,0.5,0,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:17
Arroz rojo,,86.5385,0,15.8974,1.2821,0,0,taza,195,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:42
Arroz salvaje cocido,,101.8519,3.8889,21.4815,0.3704,1.8519,0,taza,162,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:18
Arroz salvaje crudo,,355,14.5,75,1,6,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:19
Arroz y pasta,,86.5385,0,15.8974,1.2821,0,0,taza,195,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:41
Arroz y pasta con carne y salsa cremosa,,134.5238,0,14.2857,5.9524,0,0,taza,210,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:53
"Arroz, pasta, papas con salsa cremosa o fritos",,98.8095,0,14.2857,3.5714,0,0,taza,210,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:57
"Arroz, pastas, torillas con verduras",,89.7436,0,16.4103,1.2821,0,0,taza,195,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:45
Arúgula,,25,2.5,3.3333,0.8333,0,0,taza,12,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:13
"Arúgula, cruda",,25,2.625,3.625,0.625,4.375,0,taza,20,SMAE 2014,SMAE2014:VERDURAS:9
Aspartame,,0,0,0,0,0,0,sobre,1,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:14
Ate,,315.3846,3.0769,75.3846,0.7692,0,0,,,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:6
Ate de guayaba,,315.3846,3.0769,75.3846,0.7692,0,0,,,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:7
Ate de membrillo,,315.3846,3.0769,75.3846,0.7692,0,0,,,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:8
