name,brand,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water_per_100g,portion_name,portion_grams,source,external_id
Arroz  Guisado Rojo,,144.57,2.75,23.61,2.83,0.1,69.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2107
Arroz  Guisado Rojo,,145.94,2.66,22.96,1.51,0.01,71.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2108
Arroz Atole,,366,10.5,74.7,2.8,0.5,10,,,INCMNSZ/CONABIO 2019 (fibra bruta),2065
Arroz Cereal Para Desayuno,,371,8.1,81.5,1.4,0.6,4.4,,,INCMNSZ/CONABIO 2019,2066
Arroz Cereal Para Desayuno,,412,12.6,75,6.8,0.8,2.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2067
Arroz Cereal Para Desayuno,,373,7.5,83.6,1,1.1,4.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2068
Arroz Cereal Para Desayuno,,378,5.2,86.8,1.1,0.4,3.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2069
Arroz Cereal Para Desayuno,,392,8.9,85.6,0.3,0.8,2.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2070
Arroz Cereal Para Desayuno,,405,7,87.7,1.6,1.5,0.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2071
Arroz Cocido (Blanco),,87,1.6,19.48,0.12,0,78.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2075
Arroz Con Leche,,236,7.8,16.9,15.5,0,58.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2077
Arroz Con Leche,,118,3.99,25.54,0.05,0.18,69.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2078
Arroz Con Verduras,,357,8.6,78.7,0.9,2.1,8.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2079
Arroz Cuadros Crujientes Con Malvadisco,,417,3.4,77.9,10.2,3.4,3.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2080
"Arroz Fortificado Con Proteínas, Vitaminas Y Minerales Sabor Pollo",,335.5,20.4,59.2,1.9,0.6,10.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2081
Arroz Galleta Azucarada,,476,6.7,49.9,29.1,8.2,4.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2082
Arroz Grano Pulido,,367,6.9,80.12,0.95,0.03,11.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2083
Arroz Grano Pulido,,353,7.94,76.07,0.81,3.08,11.46,,,INCMNSZ/CONABIO 2019 (fibra bruta),2086
Arroz Guisado,,141,2.15,22.12,4.95,0.08,69.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2088
Arroz Guisado Blanco,,144.27,2.83,23.77,3.53,0,68.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2089
Arroz Guisado Blanco,,172.58,2.55,20.91,7.11,0.11,68.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),2090
Arroz Guisado Blanco,,134.11,2.61,22.08,4.02,0,70.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2091
Arroz Guisado Blanco,,212.19,3.36,29.89,6.51,0,59,,,INCMNSZ/CONABIO 2019 (fibra bruta),2092
Arroz Guisado Blanco,,109.67,2.53,22.08,1.23,0,73.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2093
Arroz Guisado Blanco,,192,2.77,30.91,4.67,0,60.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2094
Arroz Guisado Blanco,,149.16,3.29,30.12,1.87,0,63.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2095
Arroz Guisado Blanco,,123.48,2.42,18.93,2.9,0,75,,,INCMNSZ/CONABIO 2019 (fibra bruta),2096
Arroz Guisado Blanco,,147.81,2.25,26.72,2.81,0,67.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2097
Arroz Guisado Blanco,,197.38,3.52,29.03,5.6,0,59.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2098
Arroz Guisado Rojo,,175.5,3.36,25.62,5.42,0,64.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2099
Arroz Harina Refinada,,369,9,79.7,0.8,0.4,9.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2109
Arroz Harina Refinada,,366,6.3,81.4,1,0,10.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2110
Arroz Inflado,,396.2,7.1,84.3,3.4,0.6,2.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2111
Arroz Inflado Con Cubierta Sabor Chocolate,,501.1,5.1,67.3,23.5,0.7,1.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2112
Arroz Jarabe De Horchata,,319,1.8,74.4,0.3,0.2,23.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2114
Arroz Salvado (Aislado Proteico),,300,3.5,69.6,0.2,0.5,6.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2115
Avena Barra De Granola,,432,12,70.9,11.1,2,2.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2116
Avena Cereal Para Desayuno,,382,10.9,79.3,2.3,0.7,2.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2117
"Barra Cacahuate, Ajonjolí, Amaranto Y Arroz Inflado",,497,14.3,55.6,24.2,1.1,2.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3195
Barra Granola,,424,8,69.8,12.5,1.7,3.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3196
Barra Palanqueta,,466,11.6,67.2,16.8,1.3,1.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3197
Bebida  Nutricional Sabor Piña Colada,,50,0.9,11.2,0.4,0.1,86.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),274
Bebida De Fruta Líquida (Limón),,39.5,0.02,9.45,0.18,0,90.28,,,INCMNSZ/CONABIO 2019 (fibra bruta),275
"Bebida De Fruta Líquida (Manzana, Piña)",,27.45,0.25,6.14,0.21,0.02,93.22,,,INCMNSZ/CONABIO 2019 (fibra bruta),276
"Bebida De Fruta Líquida (Zanahoria, Naranja, Papaya)",,37.25,0.23,8.61,0.21,0.1,90.59,,,INCMNSZ/CONABIO 2019 (fibra bruta),277
Bebida Durazno-Mango-Naranja,,46.2,0.1,10.1,0.6,0,89,,,INCMNSZ/CONABIO 2019,280
Bebida Nutricional Sabor Mango,,54,0.9,11.7,0.6,0.1,86.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),297
Bebida Uva-Zarzamora,,45.5,0.1,10.1,0.5,0,89.2,,,INCMNSZ/CONABIO 2019,301
Berenjena,,26,1.42,5.9,0.18,1.2,90.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3514
Berro,,30,6.19,2.34,1.38,1.46,86.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3517
Berro,,23,2.81,3.44,0.5,1.45,90.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3518
Berro,,21,3.78,2.36,0.44,0.82,91,,,INCMNSZ/CONABIO 2019 (fibra bruta),3519
Berro,,24,2.56,3.4,0.75,0.79,91.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3520
Betabel,,42,1.06,10.94,0.15,2.05,85.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2968
Betabel Deshidratado,,337,12.1,61.7,4.6,6.4,5.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2971
Betabel Pastilla,,341,12.2,62.1,4.9,6.2,5.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2972
"Brocoli En Cortes, Congelada",,39.3,0.8,5.2,1.7,1.8,89.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3525
"Brocoli Florete, Congelada",,43.9,2.6,1.4,3.1,1.3,91,,,INCMNSZ/CONABIO 2019 (fibra bruta),3526
Cabeza De Negro,,156,7.95,34.54,0.27,0.44,55.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2973
Cacahuate,,531.1,31.6,24,34.3,6.3,1.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2640
Cacahuate Crudo,,468,23.9,28.32,32.3,9.88,3.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2643
Cacahuate Crudo,,528,28.1,15.54,43.9,1.96,7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2644
Cacahuate Crudo,,549,27.14,18.47,45.35,1,2.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2645
Cacahuate Dorado,,545.2,12.7,48,33.6,1.2,1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2646
Cacahuate Enchilado,,628.1,20.5,19.3,52.1,2.6,0.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),2647
Cacahuate Español,,653.3,22.9,15.1,55.7,2.7,0.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),2648
Cacahuate Español Enchilado,,624.4,19.6,20.4,51.6,2.7,0.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2649
Cacahuate Estilo Japones,,518.3,18.2,47.7,28.3,0.6,2.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),2650
Cacahuate Estilo Japones,,534.4,18.3,44.2,31.6,0.7,2.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2651
Cacahuate Estilo Japonés,,536.5,23,36.2,33.3,8.4,2.7,,,INCMNSZ/CONABIO 2019,2652
Cacahuate Estilo Japonés,,499.1,15.8,49.8,26.3,4,4.6,,,INCMNSZ/CONABIO 2019,2653
Cacahuate Garapiñado,,510.8,10.9,62.8,24,0.6,0.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),2656
Cacahuate Garapiñado,,513,14.18,53.51,26.92,0.32,2.97,,,INCMNSZ/CONABIO 2019 (fibra bruta),2657
Cacahuate Mantequilla,,652,27.6,13,54.6,2.1,0.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2659
Cacahuate Mazapán,,513,15.4,53.8,27,0.9,1.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2661
Cacahuate Mazapán,,459,34.1,42.7,17.5,2.2,1.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2662
Cacahuate Mazapán,,466,14.8,63.2,18.8,1.1,0.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2663
Cacahuate Mazapán,,465,12,65.4,18.8,1.9,0.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2664
Cacahuate Mazapán,,461,16.7,62.2,17.9,1.2,0.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2665
Cacahuate Palanqueta,,494,15,59.2,22.8,1.4,0,,,INCMNSZ/CONABIO 2019 (fibra bruta),2667
Cacahuate Palanqueta,,497,15.4,53,27.2,2,1.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2668
Cacahuate Palanqueta,,294,30,28.5,8.8,9.65,6.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2669
Cacahuate Palanqueta,,434,11,61,17.6,1.7,6.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2670
Cacahuate Palanqueta,,509,17.7,46,31.1,0.5,2.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2671
Cacahuate Palanqueta,,602.8,21.9,25.3,46,1.8,3.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2672
Cacahuate Palanqueta,,565.5,22.3,35.6,37.1,1.3,2.3,,,INCMNSZ/CONABIO 2019,2673
Cacahuate Palanqueta Con Ajonjolí,,563.2,19.8,39.1,36.4,0.4,2.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2674
Cacahuate Palanqueta Mixta,,405,9,73.9,8.7,2.4,4.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2675
Cacahuate Pasta Para Atole,,408,6.1,71.9,11.3,0.6,9.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),2677
"Cacahuate Pasta Untable, Dulce",,552,13.8,49.8,32.3,1.4,1.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2678
Cacahuate Polvorón,,492,9.7,64.3,23.5,0.7,1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2679
Cacahuate Polvorón,,493,10.8,62.4,24.1,0.5,1.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),2680
Cacahuate Salado,,640.9,23,13.7,54.9,3.5,1.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2682
Cacahuate Salado,,637,25,18,51.7,7.1,0.4,,,INCMNSZ/CONABIO 2019,2683
Cacahuate Salado,,202,25.2,18,4.9,3.6,0.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),2684
Cacahuate Salado,,597,6.3,33.6,52.4,2.8,1.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2685
Cacahuate Salado,,595,23.72,16.85,53.07,1.01,2.38,,,INCMNSZ/CONABIO 2019 (fibra bruta),2686
"Cacahuate Salado, Echilado, Salado Con Cutícula Y Pepita Salada",,584,26.4,13.1,52.5,2.5,1.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2687
Cacahuate Tostado,,560,24.5,15.14,49.4,5.06,3.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2689
Cacahuate Tostado,,572,30.3,16.98,47.6,2.32,0.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2690
Cacahuate Tostado Natural,,696.54,29.13,15.56,49.57,2.08,1.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2692
Cacao Atole De Chocolate,,79,4.25,14.1,0.86,0.29,80.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1806
Cacao Chocolate,,363,72.8,14,2.2,1.1,5.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),1807
Cacao Chocolate En Barra,,380,6.1,84.8,3,2.1,1.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1808
Cacao Chocolate En Barra,,398,6,67.2,24.1,0.5,1,,,INCMNSZ/CONABIO 2019 (fibra bruta),1809
Cacao Chocolate En Polvo,,333,14.8,68.9,0.2,0,9.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1810
Cacao Chocolate En Polvo,,403,6.5,86.5,3.4,1.3,1,,,INCMNSZ/CONABIO 2019 (fibra bruta),1811
Cacao Chocolate En Polvo Con Soya,,518,8.1,61.6,26.6,0.6,1.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),1812
Cacao Chocolate En Polvo Con Vitaminas Y Minerales,,403.4,2.8,92.22,2.6,2.4,0.8,,,INCMNSZ/CONABIO 2019,1813
Cacao Chocolate En Polvo Con Vitaminas Y Minerales,,403.3,2.3,92.9,2.5,2.3,0.8,,,INCMNSZ/CONABIO 2019,1814
Cacao Chocolate Sin Azúcar,,519,13.8,36.24,38.7,4.36,3.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1818
Cacao Cocoa,,301,19.81,46.33,5.2,13.97,7.36,,,INCMNSZ/CONABIO 2019 (fibra bruta),1822
Cacao Cocoa,,312,25.37,51.19,1.88,9.78,6.12,,,INCMNSZ/CONABIO 2019 (fibra bruta),1823
Cacao Cocoa (Parte Grasa Del Cacao),,355,23.6,58.43,4.17,1.7,6.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1824
Cacao Cocoa En Polvo,,311,19.8,46.3,5.2,14,7.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),1825
Cacao Criollo Con Cáscara,,551,15,26.1,47,5.3,3.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1826
Cacao Criollo Sin Cáscara,,556,16,21.1,49.5,4.5,4.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1827
Cacao Mezcla Deshidratada Para Bebida,,290,10.6,72.9,8.1,2.8,1,,,INCMNSZ/CONABIO 2019 (fibra bruta),1828
Cacao Mezcla Deshidratada Para Bebida,,257,8.3,86.3,0.4,0.3,2.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),1829
Cacao Mezcla Deshidratada Para Bebida,,275,5.9,86.9,3.1,1,0.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),1830
Cacao Mezcla Deshidratada Para Bebida,,270,4.2,89.5,2.2,1.7,1.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),1831
Cacao Mezcla Deshidratada Para Bebida,,273,6.8,86.1,2.9,0.5,1.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),1832
Cacao Mezcla Deshidratada Para Bebida,,274,6.2,84.4,3.7,2.4,2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1833
Cacao Mezcla Deshidratada Para Bebida,,274,13.6,76,4.2,1.1,1.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),1834
Cacao Mezcla Deshidratada Para Bebida,,276,6.9,84.7,3.6,2.1,1.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1835
Cacao Mezcla Deshidratada Para Bebida,,257,19,69.2,2.9,1.9,3.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),1836
Cacao Mezcla Deshidratada Para Bebida,,311,6.3,74,11.5,2.8,2.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),1837
Cacao Mezcla Deshidratada Para Bebida,,277,8.5,81.4,4.4,1,1.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1838
Cacao Mezcla Deshidratada Para Bebida,,289,9.9,77.2,6.7,1.3,1.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),1839
Cacao Mezcla Deshidratada Para Bebida,,266,13.8,69.4,5.4,1.3,4.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),1840
Cacao Mezcla Deshidratada Para Bebida,,275,10.5,80,4,2.3,1,,,INCMNSZ/CONABIO 2019 (fibra bruta),1841
Cacao Mezcla Deshidratada Para Bebida,,294,10.7,79.2,6.5,0.5,0.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),1842
Cacao Mezcla Deshidratada Para Bebida,,273,8.8,79.2,4.5,1.7,1.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1843
Cacao Mezcla Deshidratada Para Bebida,,328,11.4,65.8,14.6,0.5,0.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),1844
Cacao Mezcla Deshidratada Para Bebida,,281,5.4,84.8,4.7,1.5,1.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),1845
Cacao Mezcla Deshidratada Para Bebida,,402,4.3,87,4,1.7,1.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1846
Cacao Mezcla Deshidratada Para Bebida,,408.49,2.71,92.28,3.17,0,0.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),1847
Cacao Pataste,,371,1.81,81.04,4.17,1.38,10.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),1848
Cacao Pataste,,590,20.18,16.22,54.2,2.6,3.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1849
Cafe,,358,12.5,52.6,12,25.5,6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1850
Café Con Azúcar,,348,11.9,49.6,11.3,22.3,1.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),1851
"Café De Altura, Tostado Y Molido Con Azúcar Caramelizada",,306.6,10.9,41.9,10.6,23.3,4.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),1852
Café Puro,,337,15.8,34.5,15.1,29.2,1.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),1853
Café Soluble,,374,10.1,82.92,0.18,0,1,,,INCMNSZ/CONABIO 2019 (fibra bruta),1855
Café Tostado,,332,15.3,39.1,14.3,23,3.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1856
Calabacera Punta,,12,2.8,1.34,0.09,1.18,93.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3527
Calabacita,,13,2.25,2.16,0.05,0.64,94,,,INCMNSZ/CONABIO 2019 (fibra bruta),3529
Calabacita Verde (Mehen K'Um),,20,1.5,4.15,0.21,1.04,92.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3535
Calabacita X' Ka,,15,1.87,2.7,0.06,2.07,93,,,INCMNSZ/CONABIO 2019 (fibra bruta),3536
"Calabaza Entera, Deshidratada  Y Salada",,448,24.14,16.77,31.66,9.65,2.43,,,INCMNSZ/CONABIO 2019 (fibra bruta),1862
"Calabaza Menuda, Semilla",,474,36,28.28,27.97,4.95,7.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),1863
Calabaza Pepita Salada,,455.1,25.2,7.8,35.9,20.2,0.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3538
Calabaza Semilla,,526,36.9,7.45,44,2.55,4.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),1865
Calabaza Verde (T'Sol),,23,1,5.78,0.03,2.09,90.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3539
Camote,,63,1.15,17.2,0.06,0.29,79.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2974
Camote,,96,0.87,26.59,0.14,1,61.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2975
Camote Amarillo,,109,1.37,28.31,0.78,1.04,67.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),2978
Camote Asado,,124,1.13,34.47,0.12,1.08,61.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2980
Camote Blanco,,105,0.94,27.79,0.72,1.75,68.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2981
Camote Cocido,,129,0.81,36.17,0.13,0.79,71.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2983
Camote Dulce,,283.4,0.4,68.2,1,0.7,29.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2984
Cangrejo Alimento Fresco Para,,392,36.5,34.3,10.5,1,7,,,INCMNSZ/CONABIO 2019 (fibra bruta),1953
Capomo (Ramon) Fresco,,193,7.5,40.04,0.48,2.38,47.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),1868
Capomo (Ramon) Hoja,,90,7.51,17.38,1.21,8.9,62,,,INCMNSZ/CONABIO 2019 (fibra bruta),3540
Capomo (Ramon) Seco,,336,13.4,67.94,1.59,6.17,6.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),1869
Capulin Almendra,,372,29.1,50.28,8,4.24,6,,,INCMNSZ/CONABIO 2019 (fibra bruta),1870
Cardon Mezcla Con Zóstera Marina,,388,16.52,49.4,15.43,8.5,5.62,,,INCMNSZ/CONABIO 2019 (fibra bruta),1871
Cardon Semilla,,470,20.86,34.43,30.75,13.96,7,,,INCMNSZ/CONABIO 2019 (fibra bruta),1872
Carpa Torta Seco-Salada Y Ahumada,,377,40.1,37.6,5.7,2.2,3.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),1959
Cartamo Extracto,,293,34.7,41.1,0.6,1.3,8.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),1874
Castaña,,172,5.25,32.52,2.59,1.34,56.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),1875
Castaña Asada,,224,7.72,41.61,3.3,1.67,43.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),1877
Cebolla,,41,3.25,7.48,0.49,1.68,86.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2987
"Cebolla Café, Gruesa Cruda",,29,1,6.93,0.03,0.84,90.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),2991
Cebolla Castilla Delgada,,35,1,8.31,0.05,1.04,89.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2993
Cebolla Cebollines En Vinagre,,38,1,8.78,0.54,0.08,88.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2994
Cebolla Ixil,,41,2.75,8.31,0.26,0.78,87.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2996
"Cebolla Morada, En Escabeche Sin Chile",,21,0.5,2.8,1.2,0.3,94.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2998
Cebolla Valenciana Café,,32,0.75,7.75,0.04,1.16,90,,,INCMNSZ/CONABIO 2019 (fibra bruta),2999
Cebolla Valenciana Morada,,32,0.75,7.77,0.03,0.85,90.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3000
Cebollina Rabo,,14,1.87,1.46,0.47,1,94,,,INCMNSZ/CONABIO 2019 (fibra bruta),3541
"Centeno Pan De Caja, Centeno Y Especias",,255.5,9,49.7,2.3,0.6,37.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),2124
Centeno Pan Integral,,223.5,7.3,44.3,1.9,1.5,43.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2125
"Centeno Pan Ligero, Con Comino",,240.1,8.5,47.7,1.7,1.3,38.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),2126
Centeno Pan Negro,,271,6.4,56.4,2.2,2.1,30.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),2127
Cerveza Embotellada,,48,0.2,4.4,0.3,0,95,,,INCMNSZ/CONABIO 2019 (fibra bruta),304
Cerveza Embotellada,,45,0.2,3.6,0.2,0.1,95.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),305
Cerveza Embotellada,,44,0.1,3.6,0.2,0.1,95.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),306
Champiñon,,29,4.69,4.58,0.11,2.32,86.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),13
Chaya Hoja,,62,8.25,7.28,1.93,1.94,79,,,INCMNSZ/CONABIO 2019 (fibra bruta),3542
Chaya Hoja,,53,6.19,6.14,1.91,2.56,81.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3543
Chaya Hoja Deshidratada,,246,27.03,33.34,7.36,12.22,9.47,,,INCMNSZ/CONABIO 2019 (fibra bruta),3544
Chayote Con Espina,,34,1.19,8.58,0.12,0.91,88.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3550
Chayote Con Espina,,21,1,4.59,0.22,0.89,93,,,INCMNSZ/CONABIO 2019 (fibra bruta),3551
Chepil (Chipilin),,56,5.75,10.4,0.63,2.72,78.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3554
Chepil (Chipilin),,40,8.09,4.63,0.49,1.69,82.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3555
Chicharo,,157,11.2,28.5,0.26,3.74,55.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3559
Chicharo,,131,10.38,22.47,0.41,3.82,61.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3560
"Chicharo Con Zanahoria, Congelada",,62,2.8,8.2,2,3.5,82.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3563
Chicharo Congelado,,118.3,6.6,17.8,2.3,2.7,69.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3564
Chicharo Conserva,,96,2.5,20.62,0.47,2.31,72.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3565
Chicharo Conserva,,93,3.12,19.51,0.37,3,72.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3566
Chicharo Puré,,113,6,16.5,3,0.1,72.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3567
Chilacayote,,281.7,0.5,67.9,0.9,0.8,29.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3570
Chilacayote,,12,1.12,2.38,0.17,0.33,95.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),3572
Chilacayote,,23,1.06,5.03,0.33,0.7,92.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3573
Chile Ancho,,289,11.5,50.32,9.75,9.93,13.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3576
Chile Bravo O Habanero,,25,2.25,3.62,0.83,1.6,91,,,INCMNSZ/CONABIO 2019 (fibra bruta),3583
Chile Carricillo,,23,1.37,4.69,0.33,2.04,90.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3584
Chile Cascabel,,212,15.4,33.98,6.42,26.9,10,,,INCMNSZ/CONABIO 2019 (fibra bruta),3586
Chile Cascabel,,207,13.27,37.45,4.96,29.14,12.17,,,INCMNSZ/CONABIO 2019 (fibra bruta),3587
