name,brand,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water_per_100g,portion_name,portion_grams,source,external_id
"Chile Cascabel, Semilla",,258,17.15,18.45,18,35,7.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3591
Chile Chilaca,,32,1.5,7.35,0.27,0.88,89.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3592
Chile Chipotle,,258,16,46.7,6.3,9.6,14.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),3595
Chile Chipotle Adobado Con Semilla,,54,1.31,3.85,4.45,2.19,84.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3597
Chile Chipotle Adobado Con Semilla,,77,1.75,4.05,7,3.2,80.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3598
Chile Chipotle Adobado Con Semilla,,17,1.12,2.52,0.72,3.44,87.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3599
"Chile Chipotle, Semilla",,306,17.75,26.65,20,24.2,7.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3603
Chile Con Vegetales En Vinagre,,24.3,0.9,4.5,0.3,0.8,92.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3604
Chile Cristal,,32,1.7,6.3,0.7,2.8,87.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3605
Chile Cristalino,,32,1.69,7.32,0.22,2.07,88,,,INCMNSZ/CONABIO 2019 (fibra bruta),3606
Chile Del Monte (Chilillo),,101,3.5,17.04,3.76,16.6,58.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3608
Chile Dulce,,23,1.94,4.63,0.26,1.87,90.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3609
Chile Guajillo,,234,12.6,36.9,8.6,20.4,15.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3611
Chile Guajillo Con Sal Y Azúcar,,310.45,8.31,39.83,6.49,27.76,4.9,,,INCMNSZ/CONABIO 2019,3612
"Chile Guajillo, Semilla",,291,15.95,21.15,21.1,31.1,7.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3616
Chile Jalapeño,,22,1,5.33,0.13,2.6,92.5,,,INCMNSZ/CONABIO 2019,3618
"Chile Jalapeño Rajas Sin Semilla, Conserva",,24,0.62,5.09,0.57,1.32,86.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3619
"Chile Jalapeño Rajas Sin Semilla, Conserva",,8,0.25,1.51,0.24,0.6,93.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3620
"Chile Jalapeño, En Escabeche Con Semilla, Conserva",,40,0.87,1.87,3.76,1.6,86.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3622
"Chile Jalapeño, En Vinagre",,23,0.32,4.44,0.41,0.62,92.46,,,INCMNSZ/CONABIO 2019 (fibra bruta),3623
Chile Largo,,17,2.68,2.56,0.21,2.75,90,,,INCMNSZ/CONABIO 2019 (fibra bruta),3624
"Chile Largo En Escabeche Con Semilla, Conserva",,34,0.87,7.32,0.67,4.84,82.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3625
Chile Morita,,266,12.2,53.49,5.4,10.41,12.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),3627
"Chile Morita Adobado Con Semilla, Conserva",,61,1.69,6.2,4.15,3.36,80.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3629
"Chile Morita, Semilla",,321,15.95,36.3,18.3,17.95,7.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3631
Chile Mulato,,339,10.4,52.32,15.2,9.58,8.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3632
Chile Mulato,,232,14.71,45.33,4.14,16.59,16.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3633
"Chile Mulato, Semilla",,272,15.8,17.9,20.3,36.1,6.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3639
Chile Pasilla,,321,14.6,35.32,19,12.68,12.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3641
"Chile Pasilla, Semilla",,357,17.8,28.9,25.2,18.2,7.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3644
"Chile Pimiento Sin Semilla, Conserva",,20,1.06,3.97,0.43,0.74,93.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3645
"Chile Pimiento Sin Semilla, Conserva",,19,0.81,3.68,0.53,0.08,94.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3646
Chile Piquín,,211,12.25,27.56,9.86,40.39,7.51,,,INCMNSZ/CONABIO 2019 (fibra bruta),3647
Chile Piquín Con Semilla,,234,14.6,18.8,15.7,38.8,8.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3651
Chile Piquín Rojo,,149,5.9,16.1,6.8,14,55,,,INCMNSZ/CONABIO 2019 (fibra bruta),3652
Chile Piquín Verde,,51,2.9,7,1.3,6.9,80.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3653
Chile Poblano,,31,1.56,6.83,0.35,1.56,88.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3654
Chile Poblano,,36,1.75,8.44,0.25,1.36,87.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3655
"Chile Poblano, Para Rellenar",,48,2.56,10.42,0.57,0.45,85.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3658
Chile Serrano Crudo,,34,2,7.18,0.42,1.5,88.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3661
"Chile Serrano En Escabeche Con Semilla, Conserva",,64,0.69,6.29,1.42,2.4,86.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3664
"Chile Serrano En Escabeche Con Semilla, Conserva",,38,0.75,2.2,3.35,0.8,84.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3665
"Chile Serrano En Escabeche Con Semilla, Conserva",,12,0.87,2.14,0.25,1.44,92.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3666
Chile Tornachile,,27,2.5,4.57,0.53,3.4,87.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3667
Chile Trompito,,33,1.62,7.5,0.34,1.34,88.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3668
Chile Valenciano,,24,1.62,5.16,0.25,1.77,90.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3669
"Chinche Acuática Axayacatl, Ninfas Y Adultos",,296,14,2.6,2.3,0,80,,,INCMNSZ/CONABIO 2019 (fibra bruta),1275
"Chinche Acuática Chamoes (Del Mezquite), Adulto",,190.3,27.9,1,8.3,4.1,57.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),1276
Chinche Jumil De Taxco,,421.8,46.7,0,26.2,18.2,7.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),1283
Chinche Jumiles,,481.8,37.2,0,37,11.9,11.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),1291
Chivitos,,15,2.12,2.13,0.28,0.87,92.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3670
Chocolate Cobertura De Barquillo,,707.4,1.9,32.3,63.4,1.5,0.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),102
Chocolate Cobertura Rendidora,,661.6,2.4,40.6,54.4,1.5,0.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),103
Chocolate En Barra,,616.3,2.8,48.9,45.5,1,0.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),106
Chocolate En Forma De Figura,,616.4,5.1,46.4,45.6,1.1,0.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),107
Chocolate Figura Conejo,,585,6.5,50.7,40.3,0.5,0.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),109
Chocolate Figura Exóticas,,382,6.8,44.1,46,0.5,0.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),110
Chocolate Figura Monedas,,555,3.7,60.4,34.1,0.5,0.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),111
Chocolate Granulado,,471,6.7,71.72,17.48,1.99,0.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),112
Chocolate Polvorón,,492,10.1,62.5,23.3,0.7,2.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),113
Chocolate Tablilla A La Mexicana,,543,7,55.6,33.3,1.7,0.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),116
Chocolate Tablilla Con Leche,,517.6,3.3,69.4,25.2,0.5,0.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),117
Cilantro,,24,2,4.72,0.34,0.84,90.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3671
"Ciruelo De Jundura, Hoja",,37,5.81,13.61,2.81,0.77,73.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3675
Ciruelo Hojas,,120,6.3,24.6,2,5,55.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3676
Coco Cocada De,,536.5,4,53.4,34.1,3.4,4.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),118
Coco De Aceite,,639,7.12,14.28,67.4,6.9,2.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3198
"Col Agria, (Choucroute) Conserva",,17,0.62,3.77,0.31,1.1,91.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3677
"Col Agria, (Choucroute) Preparación Casera",,40,1.38,5.98,1.83,1.71,86.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),3678
Col Blanca,,22,2.25,4.34,0.14,0.77,92,,,INCMNSZ/CONABIO 2019 (fibra bruta),3681
Col De Bruselas,,58,3.37,12.91,0.42,2.8,79.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3684
Col Morada,,26,2.62,5.14,0.13,1.11,90.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3685
Col Morada,,28,3,5.11,0.29,1.1,89.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3687
Coliflor,,27,3.5,4.35,0.34,1.61,88.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3689
"Coliflor Perla, Congelada",,29.1,1.7,3.1,1.1,1.4,92.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3692
Colinabo,,29,3.25,4.81,0.45,0.99,89.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3694
Colinabo,,29,1.62,6.57,0.19,0.92,89.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3695
Complemento Alimenticio,,370.8,19.1,61,5.6,3.9,6.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3199
Concentrado Para Preparar Bebidas a Base de Arroz,,348.35,2.01,84.29,0.35,0,13,,,INCMNSZ/CONABIO 2019,307
Concentrado Para Preparar Bebidas a Base de arroz  sabor vainilla,,347,2.05,83.71,0.44,0,13.5,,,INCMNSZ/CONABIO 2019,308
Concentrado Para Preparar Bebidas a Base De Arroz Sabor Coco,,355.7,2.23,85.93,0.34,0,11.2,,,INCMNSZ/CONABIO 2019,309
Concentrado Para Preparar Bebidas Horchata,,259,1.4,64.5,0.3,0.4,32.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),310
Concentrado Para Preparar Bebidas Sabor Fresa,,38.89,0.24,9.01,0.21,0,90.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),317
Concentrado Para Preparar Bebidas Sabor Horchata XP,,257.15,0.46,63.13,0.31,0.1,35.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),324
Concentrado Para Preparar Bebidas Sabor Jamaica,,38.24,0.16,8.59,0.36,0,90.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),315
Concentrado Para Preparar Bebidas Sabor Jamaica,,24.74,0.35,4.89,0.42,0,94,,,INCMNSZ/CONABIO 2019 (fibra bruta),318
Concentrado Para Preparar Bebidas Sabor Jamaica,,73.38,1.01,16.48,0.38,0,81.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),319
Concentrado Para Preparar Bebidas Sabor Jamaica XP,,218.05,0.12,53.2,0.53,0,45.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),323
Concentrado Para Preparar Bebidas Sabor Limonada,,94.62,1.08,18.48,1.82,0,78.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),321
Concentrado Para Preparar Bebidas Sabor Mandarina,,21.38,0.31,3.73,0.58,0,95.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),322
Concentrado Para Preparar Bebidas Sabor Manzana,,27.53,0.4,3.49,1.33,0,94.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),320
Concentrado Para Preparar Bebidas Sabor Tamarindo,,37.96,0.17,8.51,0.36,0.1,90.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),316
Crezon (No Berro),,21,6.18,0.51,0.53,1.18,89.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3696
Cruceta,,16,1.06,3.3,0.25,0.69,94.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3697
Curcuma (Yuquilla),,48,4.13,9.63,0.02,1.22,82.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3001
Dulce Agridulce Enchilado,,380,0.2,95.6,1,0.7,1.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),119
Dulce Avellana-Chocolate,,528,2.9,65.4,29.3,0.5,0.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),120
Dulce Bombonete De Malvavisco Con Granillo,,375.3,3.4,87.5,1.3,0.1,6.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),121
Dulce Caramelo,,406,1.3,88.2,6.6,2.6,0.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),123
Dulce Caramelo Figura,,382,0.1,96.3,1,0.2,2.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),124
Dulce Caramelo Macizo Menta,,380,0.1,96.9,0.5,0.2,1.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),125
Dulce Caramelo Suave,,404,1.3,88.6,6.2,2.8,0.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),127
Dulce Chamoy,,132.03,0.21,25.8,3.11,0.41,64.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),128
Dulce Chamoy Candy,,46.02,0,10.02,0.66,0.24,86.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),129
Dulce Chamoy Con Ciruela,,128.79,0.35,25.57,2.79,0.58,64.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),130
Dulce Chamoy Con Limón,,36,0.97,7.67,0.16,1.14,85.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),131
Dulce Chamoy Salsa,,85.15,0.56,16.88,1.71,0.84,75.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),132
Dulce Chamoy Salsa Picante,,48.62,0.18,6.8,2.3,0.35,84.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),133
Dulce Chamoyito,,150,1.1,35.2,0.5,0.2,56.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),134
Dulce Chicloso,,327,9.9,69,5.3,2.8,10.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),135
Dulce Chocolate,,160,25.7,41.3,28.9,0.7,0.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),139
Dulce Cono Azucarado,,408.31,6.61,82.71,5.67,0.02,3.57,,,INCMNSZ/CONABIO 2019 (fibra bruta),140
Dulce Cono Inflado,,403.41,8.87,77.29,6.53,0.02,5.89,,,INCMNSZ/CONABIO 2019 (fibra bruta),141
Dulce Cremino Bicolor,,531,3.6,64.2,29.8,1,0.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),142
Dulce Cuadro De Goma,,323.6,4.1,75,0.8,0,19.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),143
"Dulce De Coco, Barra Colorín",,470.3,3.4,54.1,26.7,3.1,11.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),144
"Dulce De Coco, Barra De Rompope",,474.7,3.4,55.2,26.7,3.1,10.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),145
"Dulce De Coco, Barra Dorada",,455.9,3.2,57.9,23.5,3,11.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),146
"Dulce De Coco, Cocada Veladora",,476.2,2.9,55.4,27,3.4,10.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),147
Dulce En Polvo,,383.1,0.1,94.1,0.7,0.1,4.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),148
Dulce Forti - Postre,,232.6,5.4,44.2,3.8,0.5,44.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),149
Dulce Fresa-Chocolate,,540,2.6,63.9,31.4,0.9,0.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),150
Dulce Gomitas,,348,4.3,84.7,0.3,0.3,10.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),151
Dulce Gragea Adicita De Sabores,,395.1,0,97.2,0.7,0.1,1.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),152
Dulce Malvavisco Con Gragea,,386.4,1.1,93.7,0.8,0,4.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),155
Dulce Minichupirul,,380,0.2,96.6,0.6,0.3,1.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),156
Dulce Minienchilado,,375,0.5,94.9,0.7,1.4,2,,,INCMNSZ/CONABIO 2019 (fibra bruta),157
Dulce Minipaleloca,,383,0.1,96.9,0.8,0.2,1.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),158
Dulce Palanqueta De Cacahuate Y Amaranto,,534.1,17.4,37.5,35,1.9,7.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),159
Dulce Paleloca,,377,0.2,96.5,0.3,0.4,2.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),160
Dulce Paleta Chupirul,,380,0.1,96.4,0.7,0.2,2.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),161
Dulce Paletina,,373,0.1,95.5,0.4,0.3,3.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),163
Dulce Pastilla Sabor Cereza,,398.5,0,98.5,0.5,0,1,,,INCMNSZ/CONABIO 2019,164
Dulce Pastilla Sabor Limón,,400.1,0,98,0.9,0,1.1,,,INCMNSZ/CONABIO 2019,165
Dulce Pastilla Sabor Mentol,,397.1,0,98.6,0.3,0,1.1,,,INCMNSZ/CONABIO 2019,166
Dulce Pastilla Sabor Naranja,,401,0,98,1,0,1,,,INCMNSZ/CONABIO 2019,167
Dulce Picasuave,,404,1.4,87.4,6.7,3.2,0.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),168
Dulce Pirulí Enchilado,,398,0.4,94.8,1.6,0.8,2,,,INCMNSZ/CONABIO 2019 (fibra bruta),169
Dulce Pulpa tipo Chamoy,,63.12,0.07,13.82,0.84,0.62,80,,,INCMNSZ/CONABIO 2019 (fibra bruta),170
Dulce Pulpa tipo Chamoy,,103.09,0,21.52,1.89,0.17,7.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),171
Dulce Tamarindo,,369.6,2.2,88.4,0.8,0.2,6.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),173
"Dulce Tamarindo, Vaso",,359.7,1.7,86.2,0.9,0.3,9.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),174
Dulce Tipo Tamarindo,,344.5,1,84.1,1.7,3.9,9,,,INCMNSZ/CONABIO 2019,175
Dulce Vainilla,,503,21.8,48,25.6,0.9,0.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),177
Ebano Madura,,482,35.3,29.1,25,13.2,3.3,,,INCMNSZ/CONABIO 2019,2693
Ebano Madura Tostada,,497,35.9,27.6,27,12.2,2.6,,,INCMNSZ/CONABIO 2019,2694
Ebano Tierna,,162,12.7,13,6.6,3.5,66.7,,,INCMNSZ/CONABIO 2019,2695
Ebano Tierna Cocida,,198,13.7,11.6,10.8,4.9,62.3,,,INCMNSZ/CONABIO 2019,2696
Ejote De Alubia,,33,2.06,6.16,0.13,1.05,90.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3699
Ejote De Cachibache,,42,2.75,7.35,0.28,1.82,87,,,INCMNSZ/CONABIO 2019 (fibra bruta),3700
Ejote De Espelón,,67,5.5,10.77,0.5,3.73,78,,,INCMNSZ/CONABIO 2019 (fibra bruta),3701
Ejote De Frijol,,24,1.87,3.53,0.44,0.96,92.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3702
"Ejote Sin Hebra, Conserva",,129,2.31,28.5,0.64,4.55,62.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3705
Elote,,15,2.15,2.35,0.2,1.59,92.98,,,INCMNSZ/CONABIO 2019 (fibra bruta),3706
Elote Amarillo,,137,3.63,32.59,1.42,0.86,60.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3708
Elote Blanco,,74,3.38,16.72,0.71,0.69,77.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3711
Elote Cocido Alcalino,,131,3.44,31.54,1.21,0.91,62.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3714
Elote Cocido Con Sal,,112,3.25,27,0.98,0.87,62.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3715
Elote Congelado,,124.6,2.6,21.8,3,1.5,70.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3716
"Elote Cortado, Congelado",,41.6,1.6,4.3,2,0.9,90.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3717
Elote Crema,,126,1.9,16.4,7.5,0.5,72.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3718
"Elote Entero, Congelado",,115.6,3.1,20.4,2.4,1,72.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3720
Elote Pibil,,191,6.3,42.94,2.75,0.81,46.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3722
"Elote Rebanado, Conserva",,40,1.37,10,0.12,0.21,87.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3723
"Elote Tierno, Conserva",,80,1.26,19.6,0.84,0.2,77,,,INCMNSZ/CONABIO 2019 (fibra bruta),3724
Epazote,,25,2.57,4.72,0.2,0.81,89.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3727
"Escamol Reproductores (Larva, Pupa Y Huevos)",,157.9,10.9,6.3,9.8,0.7,70.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),1255
Espinaca,,8,2,0.21,0.32,2.07,94,,,INCMNSZ/CONABIO 2019 (fibra bruta),3731
Espinaca,,13,2.12,1.72,0.21,0.45,93.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3732
Espinaca,,21,3.75,1.53,0.74,0.88,91.6,,,INCMNSZ/CONABIO 2019 (fibra bruta),3733
Espinaca Congelada,,38.3,2.7,3.5,1.5,1.3,88.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3738
Espinaca Conserva,,21,3.12,3.32,0.18,0.68,89.9,,,INCMNSZ/CONABIO 2019 (fibra bruta),3739
Espinaca De Malabar,,17,1.18,3.56,0.2,0.56,93,,,INCMNSZ/CONABIO 2019 (fibra bruta),3740
Espinaca Harina,,195,33.2,25.78,2.62,7.3,6.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3741
Flamboyan Harina Descascarillada,,332,65.3,5.3,10.1,2.7,9.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2697
Flamboyan Harina Descascarillada,,336,59,13.3,9.2,2.5,9.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2698
Flamboyan Harina Integral,,275,21.8,42.9,3,19.9,8.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2699
Flamboyan Harina Integral,,284,20.2,46.8,2.8,18.3,8.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2700
"Flan Mezcla Deshidratada Para Preparar Sabor Vainilla, sugar free",,329.95,2.82,78.12,0.37,0.86,6.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),188
Flauta Carne De Res,,259,9.6,36,8.5,0.7,43.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3201
Flauta Pollo,,272,9.5,38.6,8.9,0.7,40.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),3202
Flauta Pollo,,347.08,10.67,28.17,17.31,0.41,42.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),3203
Flores De Calabaza,,16,1.12,2.66,0.43,0.59,94.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),3744
Flores De Yuca,,71,2.62,17.3,0.37,1.21,78.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),3750
Flores Rosita De Cacao,,230,14.65,50.24,1.81,16,7.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),3751
Frijol Agua De León,,325,25.4,55.44,1.39,4.37,8.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2701
"Frijol Aislado, Harina De Semilla Endurecida",,343,72.7,11.6,5.2,0.5,6,,,INCMNSZ/CONABIO 2019 (fibra bruta),2702
Frijol Amarillo,,336,14.2,67.09,1.67,4.34,7.5,,,INCMNSZ/CONABIO 2019 (fibra bruta),2704
Frijol Azufrado,,337,20.9,61.85,1.52,5.23,4.8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2710
Frijol bayo deshidratado,,397.39,19.63,60.87,1.24,24.33,7.9,,,INCMNSZ/CONABIO 2019,2713
Frijol Bayo Gordo,,340,24,60.09,1.48,4.73,4.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2714
Frijol Bayo Gordo,,328,23.2,55.54,2.56,4.1,11.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2715
Frijol Bayo Gordo,,328,21,59.77,1.43,4.4,9.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),2716
"Frijol Bayo Picante, Enlatado",,76,4.8,13.9,0.3,1.4,77.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2719
"Frijol Bayo Picante, Enlatado",,60,3.7,10.6,0.5,1.6,82.4,,,INCMNSZ/CONABIO 2019 (fibra bruta),2720
"Frijol Bayo, Harina",,328,19.6,61.1,1.4,4.4,8,,,INCMNSZ/CONABIO 2019 (fibra bruta),2721
"Frijol Bayo, Puré",,112,9.5,14.7,2.3,0.2,71,,,INCMNSZ/CONABIO 2019 (fibra bruta),2722
Frijol Blanco,,312,22.5,52.01,2.69,4.8,14,,,INCMNSZ/CONABIO 2019 (fibra bruta),2723
Frijol Canelo,,349,24,61.82,1.74,4.24,3.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2724
Frijol Chino,,141.2,10.5,9.5,6.8,12.4,70.4,,,INCMNSZ/CONABIO 2019,2725
Frijol Cocido,,82,6,14.28,0.42,1.2,77,,,INCMNSZ/CONABIO 2019 (fibra bruta),2726
Frijol Cocido (Entero),,69,5.8,11.5,0.32,5.49,75.47,,,INCMNSZ/CONABIO 2019,2727
"Frijol Con Carne De Cerdo, Enlatado",,73,5.3,12.5,0.5,1.7,78.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2730
"Frijol Con Carne De Res, Enlatado",,60,4.2,9.4,0.9,1.4,83.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2731
Frijol Con Tomate-Chorizo Enlatado,,72,4.4,11.5,1.2,1.2,80.1,,,INCMNSZ/CONABIO 2019 (fibra bruta),2732
"Frijol De Espelón, Fresco",,95,8.63,19.95,0.34,2.48,66.7,,,INCMNSZ/CONABIO 2019 (fibra bruta),3752
Frijol Enlatado,,87.4,4.8,14.8,1,6.68,76.5,,,INCMNSZ/CONABIO 2019,2733
Frijol Garbancillo,,539,16,66.36,1.68,4.89,6.3,,,INCMNSZ/CONABIO 2019 (fibra bruta),2738
Frijol Guisado,,110,8.4,14.94,2.38,1.58,71.2,,,INCMNSZ/CONABIO 2019 (fibra bruta),2740
Frijol Guisado (Caldudo),,128,5.17,9.72,7.84,6.58,69.57,,,INCMNSZ/CONABIO 2019,2741
Frijol Guisado (Seco),,173,6.28,10.46,12.16,9.21,60.71,,,INCMNSZ/CONABIO 2019,2742
