name,brand,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water_per_100g,portion_name,portion_grams,source,external_id
Plátano macho rebanado,,194.1176,0.9804,23.5294,0.5882,2.1569,0,taza,153,SMAE 2014,SMAE2014:FRUTAS:177
Plátano manzano,,95.9184,1.0204,24.0816,0.6122,2.0408,0,pieza,98,SMAE 2014,SMAE2014:FRUTAS:178
Plátano morado,,83.6735,1.8367,21.0204,0.2041,2.0408,0,pieza,98,SMAE 2014,SMAE2014:FRUTAS:179
PLF* con Lactobacillus casei Shirota,,68.75,1.25,15.875,0.0417,0,0,envase,80,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:52
PLF* sin azúcar con Lactobacillus casie Chirota,,37.5,1.25,10.5,0.0625,0,0,envase,80,SMAE 2014,SMAE2014:LECHE_DESCREMADA:23
Pocoles,,80,0,11.3333,1.6667,0,0,tazón,300,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:93
Pollo a la jardinera,,247.5,0,6,15,0,0,taza,133.33,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:29
Pollo a la plancha,,247.5,0,0,17.5,0,0,pieza,100,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:8
Pollo con nopales en salsa verde,,247.5,0,6,15,0,0,taza,133.33,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:28
Pollo con verduras,,247.5,0,6,15,0,0,taza,133.33,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:32
Pollo crispy,,311.7647,15.8824,15,20.8824,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:65
Pollo crudo sin piel,,184.6154,17.6923,0,11.9231,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:200
Pollo crudo sin piel en piezas,,188.4615,18.0769,0,12.3077,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:201
Pollo deshebrado,,113.1579,22.8947,0,1.5789,0,0,taza,152,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:202
Pollo rostizado,,285.7143,23.9286,0,22.5,0,0,pieza,84,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:66
Pollo sin piel cocido,,160,29,0,4,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:203
Pomarosa,,63.1579,0.6316,16.4211,0.2105,1.3684,0,,,SMAE 2014,SMAE2014:FRUTAS:180
Pomelo,,37.9085,0.5882,9.6078,0.1307,0.1961,0,,,SMAE 2014,SMAE2014:FRUTAS:181
Ponche de frutas,,45.5696,0,11.6456,0,0,0,taza,237,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:98
Pop tarts,,388.8889,5.5556,71.6667,9.4444,1.6667,0,pieza,54,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:169
Poro crudo,,65.625,1.5625,14.0625,0.3125,3.75,0,taza,128,SMAE 2014,SMAE2014:VERDURAS:132
Potajes,,109.1667,0,10.6667,3.8333,0,0,tazón,300,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:96
Pozole de cerdo,,80,0,11.3333,1.6667,0,0,tazón,300,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:94
Pozole de pollo,,80,0,11.3333,1.6667,0,0,tazón,300,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:95
Praliné,,450,2.5,62.5,23.75,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:117
Pretzels,,383.3333,9.4444,80.5556,3.3333,3.3333,0,pieza,3,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:321
Prisco,,38.3117,0.5844,9.6753,0.1299,1.4286,0,pieza,44,SMAE 2014,SMAE2014:FRUTAS:182
Prispas,,478.9474,4.2105,75.2632,17.8947,2.1053,0,paquete,25.33,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:170
Proteina aislada de soya,,340,81,7,3,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:204
Proteina concentrda de soya,,330,58,31,0,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:205
Pudin de cajeta,,160.4167,0,21.6667,5.4167,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_POSTRES:29
Puerro crudo,,63.6364,1.3636,14.5455,0.4545,4.0909,0,pieza,88,SMAE 2014,SMAE2014:VERDURAS:133
Puerro hervido sin sal,,30.6452,0.8065,7.5806,0.1613,0.9677,0,pieza,124,SMAE 2014,SMAE2014:VERDURAS:134
Pulmón de cerdo,,85.4167,13.9583,0,2.7083,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:206
Pulpa de cerdo,,140,19.75,0,6.25,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:112
Pulpa de fresa,,176,0.4,47.6,0.4,0.8,0,cucharada,12.5,SMAE 2014,SMAE2014:FRUTAS:183
Pulpa de guanabana,,180,0.4,49.2,0.4,0.4,0,cucharada,12.5,SMAE 2014,SMAE2014:FRUTAS:184
Pulpa de jaiba,,82.6087,17.3913,0,1.3043,0,0,taza,138,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:207
Pulpa de mamey,,69.3333,1.7333,16.2667,0.6667,4.5333,0,cucharada,12.5,SMAE 2014,SMAE2014:FRUTAS:185
Pulpa de res,,348,27.2,0,26,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:67
Pulpa de tamarindo,,57,0.1,14.7,0.1,0.5,0,cucharada,12.5,SMAE 2014,SMAE2014:FRUTAS:186
Pulpa de ternera,,155.2632,19.7368,0,7.8947,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:113
Pulpa de zapote negro,,56.1905,0.7619,14.4762,0.0952,1.2381,0,taza,210,SMAE 2014,SMAE2014:FRUTAS:187
Pulpo cocido,,164,30,4.4,2,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:208
Pulque,,46.9697,0,6.0909,0,0,0,tarro,330,SMAE 2014,SMAE2014:BEBIDAS_ALCOHOLICAS:24
Puntas de filete,,120,24,0,2.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:210
Puntas de res,,120,24,0,2.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:211
Puré de camote,,100,2,23,0.1667,1.6667,0,taza,240,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:322
Puré de camote con naranja,,154,0.4,38,0,0,0,taza,200,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:323
Puré de ciruela pasa,,124.3902,1.2195,33.1707,0.2439,0.4878,0,cucharada,13.67,SMAE 2014,SMAE2014:FRUTAS:188
Puré de guayaba,,75.3846,0.1538,18.4615,0.1538,2.6154,0,frasco,130,SMAE 2014,SMAE2014:FRUTAS:189
Puré de guayaba gerber 2A etapa,,75.3846,0.1538,18.4615,0.1538,2.6154,0,frasco,130,SMAE 2014,SMAE2014:FRUTAS:190
Puré de manzana,,75.9036,0.1205,19.759,0.1205,1.2048,0,cucharada,13.83,SMAE 2014,SMAE2014:FRUTAS:191
Puré de manzana sin azúcar,,42.623,0.1639,11.3115,0.082,1.2295,0,taza,244,SMAE 2014,SMAE2014:FRUTAS:192
Puré de papa,,113.3333,1.9048,16.6667,4.1905,1.5238,0,taza,210,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:171
Puré de papa hojuelas,,350,8.5,80.5,0.5,6.5,0,taza,60,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:324
Puré de platano,,89.2857,1.0714,22.8571,0.3571,2.6786,0,taza,224,SMAE 2014,SMAE2014:FRUTAS:193
Puré de tomate enlatado,,38.0952,1.5873,8.8889,0.1587,2.381,0,taza,252,SMAE 2014,SMAE2014:VERDURAS:135
Quaker instant 0% azúcar,,333.3333,8.3333,65.5556,3.8889,0,0,sobre,36,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:325
Quelite crudo,,39.3939,4.697,3.9394,0.4545,1.2121,0,,,SMAE 2014,SMAE2014:VERDURAS:136
Quesadilla de hongos,,160,0,22.6667,3.3333,0,0,pieza,75,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:84
Quesadillas surtidas,,221.6667,0,21.3333,10,0,0,pieza,75,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:68
Queso amarillo,,238.0952,16.6667,11.6667,14.0476,0,0,rebanada,21,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:68
Queso americano fundido,,269.2308,14.8718,5.8974,21.0256,0,0,cucharadita,5.57,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:69
Queso añejo,,380,21.6,4.8,30.4,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:70
Queso añejo rallado,,375.8621,21.7241,4.4828,30,0,0,cucharada,7.25,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:71
Queso asadero,,357.1429,22.8571,2.8571,28.5714,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:72
Queso blanco,,220,17.1429,5.1429,14.5714,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:46
Queso blue cheese,,353.3333,21.3333,2.3333,28.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:73
Queso brick,,376,23.6,2.8,30,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:74
Queso brie,,340,21,0.3333,28,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:75
Queso camembert,,302.8571,20,0.2857,24.5714,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:76
Queso canasto,,290,28.3333,1.3333,33.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:77
Queso cheddar,,404.7619,24.7619,1.4286,33.3333,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:78
Queso cheddar bajo en grasa,,176.6667,24.6667,1.6667,7,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:114
Queso cheddar rallado,,407.1429,25,1.4286,33.5714,0,0,taza,112,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:79
Queso Cheshire,,385.7143,23.2143,4.6429,30.7143,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:81
Queso chichuahua,,376,21.6,5.6,30,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:82
Queso Chihuahua fresco,,375,21.4286,5.7143,30,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:83
Queso chihuahua rallado,,378.5714,21.7857,5.7143,30.3571,0,0,taza,112,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:84
Queso colby estilo Cheddar,,392.8571,23.9286,2.5,32.1429,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:85
Queso cotage cremoso,,103.7037,12.5926,2.7778,4.6296,0,0,cucharada,18,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:115
Queso Cotagge Lala Light,,116.6667,21.6667,3.3333,1.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:212
Queso cotija,,290,28.3333,1.3333,33.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:86
Queso cottage,,89.5833,13.75,3.5417,1.875,0,0,cucharada,16,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:213
Queso cottage 1% grasa,,71.9298,12.2807,2.6316,1.0526,0,0,taza,114,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:214
Queso cottage 2% grasa,,89.5833,13.75,3.5417,1.875,0,0,cucharada,16,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:215
Queso cottage bajo en grasa,,71.9298,12.2807,2.6316,1.0526,0,0,taza,228,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:216
Queso crema,,353.8462,7.6923,3.0769,35.3846,0,0,cucharada,13,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:118
Queso crema bajo en grasa,,246.1538,8.4615,2.3077,23.0769,0,0,cucharada,13,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:119
Queso crema light,,231.1111,10.6667,7.1111,17.5556,0,0,cucharada,15,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:87
Queso crema untable,,370,7,3,37,0,0,cucharada,10,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:120
Queso de cabra con ceniza,,268.5714,18.8571,0.8571,21.1429,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:88
Queso de cabra duro,,455,31,2,36,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:89
Queso de cabra semi suave,,364.2857,21.4286,2.5,30,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:90
Queso de cabra suave,,268.5714,18.8571,0.8571,21.1429,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:91
Queso de puerco,,375,10,0,37,0,0,,,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:194
Queso de puerco,,375,10,0,37,0,0,,,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:91
Queso de soya,,150,12.5,6.7857,8.2143,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:116
Queso de soya,,150,12.5,6.7857,8.2143,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:47
Queso edam,,356.6667,25,1.3333,27.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:92
Queso feta,,265,14.25,4,21.25,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:93
Queso fontina,,388,25.6,1.6,31.2,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:94
Queso fresco,,145,15.25,5,7,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:117
Queso fresco de cabra,,173.3333,23.6667,8.6667,5,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:118
Queso fresco de vaca,,145,15.25,5,7,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:119
Queso fundido,,228.8889,14.2222,3.7778,13.3333,0,0,cucharada,15,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:95
Queso gouda,,356.6667,25,2.3333,27.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:96
Queso gruyere,,412,30,0.4,32.4,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:97
Queso holandés,,375,33.5,8,26,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:48
Queso Limburger,,328.5714,20,0.3571,27.1429,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:98
Queso manchego,,408,24.4,4.8,32.4,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:99
Queso manchego rallado,,408,24.4,4.8,32.4,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:100
Queso manchego rebanado,,408,24.4,4.8,32.4,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:101
Queso menonita,,380,21.6,5.6,30,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:102
Queso Monterrey,,372,24.4,0.8,30.4,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:103
Queso monterrey bajo en grasa,,314.2857,28.2143,0.7143,21.4286,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:49
Queso mozarella,,300,22.2857,2.2857,22.2857,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:104
Queso mozarella rallado,,300,22.2857,2.2857,22.2857,0,0,taza,1,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:105
Queso mozarella suave,,317.8571,21.4286,2.5,24.6429,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:106
Queso Mozzarella cero grasa,,139.2857,31.7857,3.5714,0,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:217
Queso Mozzarella reducido en grasa,,253.5714,24.2857,2.8571,16.0714,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:50
Queso Mozzarella semidescremado,,253.3333,24.3333,2.6667,16,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:51
Queso Muenster,,367.8571,23.5714,1.0714,30,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:107
Queso Muenster bajo en grasa,,275,24.6429,50.3571,17.5,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:52
Queso neufchatel,,260,10,2.8571,23.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:108
Queso Oaxaca,,316.6667,25.6667,3,22,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:109
Queso Oaxaca Lala Light,,213.3333,26,2.6667,11,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:120
Queso panela,,145,15.25,5,7,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:121
Queso panela Lala Light,,173.3333,19,4,9,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:122
Queso parmensano,,416.6667,37.2222,5,27.7778,0,0,cucharada,5.14,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:53
Queso parmensano duro,,390,36,3,26,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:54
Queso parmensano en trozo,,390,36,3,26,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:55
Queso parmensano rallado,,416.6667,37.2222,5,27.7778,0,0,cucharada,5.14,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:56
Queso pasteurizado americano,,375,22.1429,1.4286,31.0714,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:110
Queso pasteurizado suizo,,328.125,24.375,2.1875,24.6875,0,0,rebanada,21.33,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:111
Queso petit Suisse,,79.6078,3.5294,14.1176,1.3333,0,0,pieza,204,SMAE 2014,SMAE2014:LECHE_CON_AZUCAR:53
Queso Philadelphia,,353.8462,7.6923,3.0769,35.3846,0,0,cucharada,13,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:121
Queso port salut,,353.5714,23.9286,0.7143,28.2143,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:112
Queso provolone,,350,25.7143,2.1429,26.7857,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:113
Queso ricotta,,172.5806,11.129,3.0645,12.9032,0,0,taza,248,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:114
Queso ricotta reducido en grasa,,137.7778,11.3333,5.1111,8,0,0,cucharada,15,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:123
Queso ricotta semidescremado,,138.1818,11.4545,5.0909,7.8182,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:57
Queso romeno,,386.9565,31.7391,3.4783,26.9565,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:115
Queso roquefort,,368,21.6,2,30.8,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:116
Queso suizo,,378.5714,26.7857,5.3571,27.8571,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:117
Queso suizo muy bajo en grasa,,178.5714,28.5714,3.5714,5,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:218
Queso suizo rallado,,220.9302,17.2093,5.3488,14.6512,0,0,cucharada,7.17,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:118
Queso tipo americano,,374.0741,22.2222,1.4815,31.4815,0,0,rebanada,18,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:119
Queso tipo americano lala light,,210,16.6667,5.6667,12.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:58
Queso tipo roquefort,,368,21.6,2,30.8,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:120
Queso velveta,,285.7143,18,10.8571,21.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:121
Queson Cheezwiz,,275.7576,12.1212,9.0909,20.9091,0,0,cucharada,16.5,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:80
Quinoa,,370,14,64,6,7,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:326
Rábano crudo rebanado,,16.3462,0.6731,3.3654,0.0962,1.6346,0,taza,104,SMAE 2014,SMAE2014:VERDURAS:137
Raíz de chayote,,78.75,2,17.75,0.25,0.375,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:327
Raíz de jengibre,,50,0,15,0,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:174
Raíz fuerte,,60,2,14,0,0,0,,,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:175
Raja de canela,,300,5,90,5,0,0,pieza,6,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:176
Ralladura de limón,,50,2,17,0,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:177
Ralladura de naranja,,100,2,25,0,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:178
Rambután,,62.5,0.6818,17.0455,0.3409,1.0227,0,pieza,12.57,SMAE 2014,SMAE2014:FRUTAS:194
Rambután en almibar,,81.4815,0.7407,20.7407,0.1852,0.9259,0,taza,216,SMAE 2014,SMAE2014:FRUTAS:195
Red Bull sugar free*,,4.8,0.24,0.72,0.08,0,0,lata,250,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:179
Red Bull*,,44.5783,0.241,10.8434,0.1205,0,0,lata,249,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:100
Refresco,,41.3043,0,10.5435,0,0,0,lata,368,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:101
Refresco de cola,,41.3043,0,10.5435,0,0,0,lata,368,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:102
Refresco de dieta,,0.2817,0,0.0282,0,0,0,lata,355,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:180
Refresco de frutas,,49.4382,0,12.4719,0,0,0,lata,356,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:103
Refresco en polvo sin azúcar,,500,0,0,0,0,0,sobre,1,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:181
Requesón promedio,,180.9524,15,3.0952,11.9048,0,0,cucharada,12,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:59
Res de salsa de vino tinto,,270,0,0,20,0,0,taza,100,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:24
Retazo,,297.1429,16,0,25.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:122
Retazo con hueso,,297.1429,16,0,25.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:123
Retazo de carnero,,112,14.2,0,5.6,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:124
Retazo de pescado crudo,,100,20.5714,0,14.2857,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:219
Retazo de pollo,,297.1429,16,0,25.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:124
Retazo de res,,297.1429,16,0,25.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:125
Retazo de ternera,,297.1429,16,0,25.4286,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:126
Rib eye,,273.3333,17.6667,0,22,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:127
Rib eye sin grasa,,224,28,0,11.6,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:125
Rice krispies treats,,409.0909,4.5455,77.2727,11.3636,0,0,barra,22,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:172
Riñones de carnero crudos,,108.3333,18.0556,0.8333,3.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:220
Riñones de cerdo cocidos,,150,25.3571,0,4.6429,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:221
Riñones de res cocidos,,160,27.2,0,4.8,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:222
Riñones de ternera cocidos,,164,26.4,0,5.6,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:223
Roast beef,,109.0909,20,1.5152,2.7273,0,0,rebanada,13.2,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:224
Robaalo crudo,,86.8421,18.9474,0,0.7895,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:226
Robalo cocido,,113.3333,24.3333,0,1,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:225
Robalo fileteado,,87.5,19,0,0.75,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:227
Roles de canela,,333.3333,6.6667,60,7.3333,0.6667,0,pieza,60,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:173
Rollo de fresa,,333.3333,4.6667,63,7,0.3333,0,pieza,30,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:174
Rollo de frutas,,371.4286,0,85.7143,2.8571,0,0,pieza,21,SMAE 2014,SMAE2014:FRUTAS:196
Romeo picado,,300,5,55,15,0,0,cucharadita,4,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:184
Romerito crudo,,36.1111,3.6111,4.8611,0.1389,0.9722,0,,,SMAE 2014,SMAE2014:VERDURAS:138
Romero,,366.6667,6.6667,66.6667,16.6667,0,0,cucharadita,3,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:182
Romero deshidratado,,350,5,65,15,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:183
