name,brand,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water_per_100g,portion_name,portion_grams,source,external_id
Rompope,,235,0,23.5,0,0,0,ml,1,SMAE 2014,SMAE2014:BEBIDAS_ALCOHOLICAS:25
Rompope sin alcohol,,134.375,3.75,13.4375,7.5,0,0,taza,256,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:70
Ron blanco o añejo,,231.6667,0,0,0,0,0,ml,1,SMAE 2014,SMAE2014:BEBIDAS_ALCOHOLICAS:26
Runner sabor hot sauce,,550,6,54.5,34.5,2.5,0,bolsa,60,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:175
Ruso blanco,,61.6667,0,5.3333,1.3333,0,0,vaso,300,SMAE 2014,SMAE2014:PLATILLOS_BEBIDAS:49
Sabritas ligeras,,485,6,64,23,4,0,,,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:176
Sabritas ligeras citricas,,465,6,61,22,4,0,,,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:177
Sagú,,159.0909,2.5,37.0455,0,1.8182,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:328
Sal,,0,0,0,0,0,0,cucharadita,6,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:185
Sal de ajo,,80,0,16,0,0,0,cucharadita,5,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:186
Sal de apio,,80,0,16,0,0,0,cucharadita,5,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:187
Sal de potasio,,0,0,0,0,0,0,cucharadita,5,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:188
Salami,,385.1852,23.3333,3.7037,30,0,0,rebanada,9,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:128
Salami de pavo,,171.4286,19.2857,1.6667,9.2857,0,0,rebanada,7,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:60
Salami de ternera,,261.9048,15.2381,2.619,20.9524,0,0,rebanada,7,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:129
Salchica de pavo,,196.7213,23.9344,1.6393,10.4918,0,0,pieza,61,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:61
Salchicha,,335.2941,19.4118,0,28.2353,0,0,pieza,45.33,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:130
Salchicha ahumada,,320.5882,12.0588,2.3529,28.8235,0,0,pieza,68,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:131
Salchicha de pollo,,294.1176,18.2353,0,23.8235,0,0,pieza,45.33,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:132
Salchicha de puerco,,335.2941,19.4118,0,28.2353,0,0,pieza,45.33,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:133
Salchicha de ternera,,310.3448,11.7241,1.7241,27.931,0,0,pieza,58,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:134
Salchicha vegetariana,,256,18.4,10,18,0,0,pieza,25,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:62
Salchicha vienna,,229.1667,10.4167,2.5,19.375,0,0,pieza,16,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:135
Salchicha vienna ahumada,,226.8293,10.4878,2.6829,19.2683,0,0,pieza,27.33,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:136
Salmón,,183.3333,20,0,10.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:126
Salmón ahumado,,117.1429,18.2857,0,4.2857,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:228
Salmón cocido,,183.3333,20,0,10.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:127
Salmón de aceite,,202.8571,21.7143,0,14,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:63
Salmón fresco,,183.3333,20,0,10.6667,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:128
Salsa alfredo,,314.2857,5,5.7143,30.7143,0,0,cucharada,14,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:122
Salsa bearnesa industrializada,,358.8235,13.5294,58.2353,8.8235,0,0,cucharadita,4.25,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:195
Salsa bearnesa industrializada,,358.8235,13.5294,58.2353,8.8235,0,0,cucharadita,4.25,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:92
Salsa bechabel,,146.6667,3.7778,9.1111,10.6667,0,0,cucharada,15,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:196
Salsa bechabel,,146.6667,3.7778,9.1111,10.6667,0,0,cucharada,15,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:93
Salsa blanca,,146.6667,3.7778,9.1111,10.6667,0,0,cucharada,15,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:197
Salsa blanca,,146.6667,3.7778,9.1111,10.6667,0,0,cucharada,15,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:94
Salsa catsup,,96.6667,1.6667,25.3333,0.3333,0,0,cucharada,15,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:104
Salsa de ajonjolí,,572.7273,23.6364,20.9091,48.1818,0,0,cucharadita,5.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:198
Salsa de ajonjolí,,572.7273,23.6364,20.9091,48.1818,0,0,cucharadita,5.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:95
Salsa de arandanos en gelatina enlatada,,148.2759,0.3448,38.2759,0.3448,1.0345,0,rebanada,58,SMAE 2014,SMAE2014:FRUTAS:197
Salsa de barbecue,,75,1.25,12.5,1.25,0,0,cucharada,16,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:189
Salsa de cacahuate,,572.7273,23.6364,20.9091,48.1818,0,0,cucharadita,5.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:199
Salsa de cacahuate,,572.7273,23.6364,20.9091,48.1818,0,0,cucharadita,5.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:96
Salsa de cebollin,,252,1.2,13.2,18.8,0,0,,,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:71
Salsa de chile,,24.3478,1.0435,4.5217,0.1739,2.4348,0,taza,230,SMAE 2014,SMAE2014:VERDURAS:139
Salsa de epazote,,205,3.25,11.75,15.5,0,0,,,SMAE 2014,SMAE2014:AZUCARES_CON_GRASA:72
Salsa de manzana,,262.5,0.625,66.875,0,0,0,cucharada,16,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:105
Salsa de pimienta verde,,96,3.0667,8,5.8667,0,0,cucharada,15,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:200
Salsa de pimienta verde,,96,3.0667,8,5.8667,0,0,cucharada,15,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:97
Salsa de queso,,197.0588,10.2941,5.2941,15,0,0,cucharada,17,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:201
Salsa de queso,,197.0588,10.2941,5.2941,15,0,0,cucharada,17,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:98
Salsa de soya,,60,8,6,0,0,0,cucharadita,5,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:190
Salsa de tamarindo,,160,1.2,35.2,2.8,0,0,,,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:106
Salsa demiglass,,57.1429,2.0635,11.9048,0.7937,0,0,taza,189,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:107
Salsa gravie de champiñones,,50.4348,1.2609,5.5174,2.6957,0.3913,0,taza,230,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:178
Salsa gravie de res,,53.0973,3.7611,4.7788,2.3894,0.4425,0,taza,226,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:179
Salsa holandesa industrializada,,550,11.25,32.5,46.25,0,0,cucharada,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:123
Salsa inglesa,,100,12.5,47.5,6.25,0,0,cucharada,16,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:191
Salsa pesto,,275,12.9167,3.75,22.9167,0,0,cucharadita,6,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:202
Salsa pesto,,275,12.9167,3.75,22.9167,0,0,cucharadita,6,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:99
Salsa Tabasco,,16.6667,0,1.6667,0,0,0,cucharadita,6,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:192
Salsa tártara industrializada,,325,0,13.125,32.5,0,0,cucharadita,16,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:124
Salsa tártara sin grasa,,77.4194,0,15.6452,3.2258,0,0,cucharada,15.5,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:125
Salsa teriyaki,,100,6,16,0,0,0,cucharadita,5,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:193
Salsa velouté,,180.9524,2.8571,5.2381,16.1905,0,0,cucharada,14,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS:126
Salsifí,,78.2609,1.3043,17.3913,0,1.7391,0,,,SMAE 2014,SMAE2014:VERDURAS:140
Salvado de trigo,,220.6897,8.2759,84.1379,0.6897,84.1379,0,cucharada,4.83,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:329
Salvado de trigo,,212.9032,15.4839,63.871,4.1935,42.2581,0,cucharada,3.88,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:330
Salvia,,300,10,60,10,0,0,cucharadita,1,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:194
Sandia picada,,30,0.625,7.5625,0.125,0.375,0,taza,160,SMAE 2014,SMAE2014:FRUTAS:198
Sandia rebanada,,30,0.65,7.55,0.15,0.4,0,rebanada,200,SMAE 2014,SMAE2014:FRUTAS:199
Sandiwich de jamón y queso,,221.6667,0,21.3333,10,0,0,pieza,150,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:69
Sándwich Quaker chocolate,,413.3333,9,55.3333,17.3333,9.3333,0,,,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:180
Saramuyo,,74.1176,2.1176,16.2353,0.9412,0,0,,,SMAE 2014,SMAE2014:FRUTAS:200
Sardina en aceite,,208.3333,24.7222,0,11.3889,0,0,pieza,12,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:64
Sardina en tomate,,186.8421,20.7895,0.7895,10.5263,0,0,pieza,38,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:65
Sast orugas,,53.8462,10.7692,0,1.2308,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:229
Selección de botana mexicana,,620,23,20,50,0,0,cucharada,10,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:100
Selección de botana mexicana,,620,23,20,50,0,0,cucharada,10,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:203
Semilla de anís,,350,20,50,15,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:195
Semilla de apio,,400,20,40,25,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:196
Semilla de calabaza,,406.6667,22.6667,10.6667,34,0,0,cucharada,10,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:101
Semilla de calabaza,,406.6667,22.6667,10.6667,34,0,0,cucharada,10,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:204
Semilla de calabaza menuda,,325,26.5,15,20.5,0,0,cucharada,10,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:102
Semilla de calabaza menuda,,325,26.5,15,20.5,0,0,cucharada,10,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:205
Semilla de cardamomo,,300,10,70,5,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:197
Semilla de chía,,550,27.5,15,46.6667,0,0,cucharadita,2.4,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:103
Semilla de chía,,550,27.5,15,46.6667,0,0,cucharadita,2.4,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:206
Semilla de cilantro,,300,10,55,20,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:198
Semilla de eneldo,,300,15,55,15,0,0,cucharadita,2,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:199
Semilla de girasol,,575,22.5,17.5,50,0,0,cucharadita,3,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:104
Semilla de girasol,,575,22.5,17.5,50,0,0,cucharadita,3,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:207
Semilla de girasol tostada,,591.6667,20,24.1667,50,0,0,cucharadita,3,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:105
Semilla de girasol tostada,,591.6667,20,24.1667,50,0,0,cucharadita,3,SMAE 2014,SMAE2014:ACEITES_Y_GRASAS_CON_PROTEINAS:208
Semilla de guaje verde,,96.5517,8.6207,13.7931,0.6897,1.7241,0,,,SMAE 2014,SMAE2014:VERDURAS:141
Semilla de jinicuil,,145,12,27,1,1,0,,,SMAE 2014,SMAE2014:FRUTAS:201
Semilla de mosraza,,350,20,25,25,0,0,cucharadita,4,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:200
Semolina,,360,12.5,73,1,4,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:332
Semora de maíz preparada,,59.5041,1.405,12.8926,0.2479,0.3306,0,taza,242,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:331
Senzo,,481.8182,5,62.7273,23.1818,2.2727,0,pieza,11,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:181
Sesos de cerdo cocidos,,138,12.2,0,9.6,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:66
Sesos de cordero cocidos,,146,12.6,0,10.2,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:67
Sesos de res cocidos,,151.6667,11.6667,1.5,10.5,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:137
Sesos de res crudos,,141.8919,10.8108,1.0811,10.2703,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:138
Sesos de res fritos,,196.3636,12.5455,0,15.8182,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:139
Sesos de ternera cocidos,,136,11.4,0,9.6,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:68
Setas cocidas,,26.9231,3.2051,4.359,0.3846,2.5641,0,taza,156,SMAE 2014,SMAE2014:VERDURAS:142
Setas crudas,,27.0588,3.1765,4.3529,0.3529,2.4706,0,,,SMAE 2014,SMAE2014:VERDURAS:143
Short loin,,216,28.8,0,10.4,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:129
Sidra,,50,0,6,0,0,0,copa,150,SMAE 2014,SMAE2014:BEBIDAS_ALCOHOLICAS:27
Sidral de dieta,,0.2817,0,0.0282,0,0,0,lata,355,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:201
Sidral light,,0.2817,0,0.0282,0,0,0,lata,355,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:202
Sierra,,205.2632,19.2105,0,13.6842,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:69
Sierra ahumada,,170,24.3333,0,7.3333,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:130
Sierra fileteada,,208.5714,19.4286,0,14,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:70
Sierra picada,,208.5714,19.4286,0,14,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:71
Sincronizadas,,221.6667,0,21.3333,10,0,0,pieza,150,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:70
Sirloin,,204,30.4,0,8,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:131
Skwinkes clásicos,,350,5,81,2,0,0,paquete,20,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:108
Snack mix nabisco 100 Kcal,,450,9.0909,72.7273,13.6364,4.5455,0,paquete,22,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:182
So be rush,,52.5253,0.404,10.8081,0,0,0,lata,297,SMAE 2014,SMAE2014:AZUCARES_SIN_GRASA:109
Sofúl 40LT con Lactobacillus casei shirota*,,37.5,1.25,10.5,0.0625,0,0,envase,80,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:7
Sofúl bebible fresa con Lactobacillus casei Shirota,,86.0465,2.8837,15.0233,1.4884,0,0,envase,215,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:15
Sofúl bebible mango con Lactobacillus casei Shirota,,72.093,2.8837,14.6047,0.186,0,0,envase,215,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:16
Sofúl bebible natural con Lactobacillus casei Shirota,,66.1972,2.8169,12.3944,0.6103,0,0,envase,213,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:17
Sofúl con Lactobacillus casei Shirota*,,68.75,1.25,15.875,0.0417,0,0,envase,80,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:18
Sofúl LT fresa con Lactobacillus casei shirota,,60.3774,4.0252,10.7547,0.1887,0,0,envase,106,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:4
Sofúl LT mango con Lactobacillus casei shirota,,60.3774,4.0252,10.6289,0.1887,0,0,envase,106,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:5
Sofúl LT manzana con Lactobacillus casei shirota,,56.6038,4.0252,9.6855,0.1887,0,0,envase,106,SMAE 2014,SMAE2014:PRODUCTOS_YAKULT:6
Sopa de cereal,,41.1458,0,6.6667,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:21
Sopa de cereal con verdura,,36.4583,0,5.5208,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:25
Sopa de codito con acelgas,,36.4583,0,5.5208,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:28
Sopa de espinacas,,25,0,2.5,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:12
Sopa de fideo con espinacas,,36.4583,0,5.5208,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:26
Sopa de frijol,,58.8542,0,6.6667,2.3958,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:34
Sopa de habas,,58.8542,0,6.6667,2.3958,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:35
Sopa de hongos con flor,,25,0,2.5,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:14
Sopa de huevo,,21.3542,0,0.8333,1.1458,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:39
Sopa de leguminosas,,58.8542,0,6.6667,2.3958,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:33
Sopa de lentejas,,58.8542,0,6.6667,2.3958,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:36
Sopa de letra con zanahoria,,36.4583,0,5.5208,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:29
Sopa de nopal,,25,0,2.5,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:13
Sopa de pasta,,41.1458,0,6.6667,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:22
Sopa de pescado,,21.3542,0,0.8333,1.1458,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:40
Sopa de poro y papa,,36.4583,0,5.5208,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:27
Sopa de tapioca,,41.1458,0,6.6667,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:23
Sopa de tortilla,,41.1458,0,6.6667,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:24
Sopa de verdura,,25,0,2.5,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:11
Sopa instan ramen sin preparar,,134,4,22.6,2,1.4,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:333
Sopa juliana,,25,0,2.5,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:15
Sopas de verduras,,25,0,2.5,1.0417,0,0,taza,240,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:9
Sorgo,,338.8889,11.1111,74.4444,3.3333,0,0,cucharada,12,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:334
Soya cocida,,171.9298,16.4912,9.8246,8.9474,5.9649,0,taza,171,SMAE 2014,SMAE2014:LEGUMINOSAS:37
Soya texturizada,,316.6667,38.6667,39,3,18,0,,,SMAE 2014,SMAE2014:LEGUMINOSAS:38
Squirt de dieta,,0.2817,0,0.0282,0,0,0,lata,355,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:203
Squirt light,,0.2817,0,0.0282,0,0,0,lata,355,SMAE 2014,SMAE2014:ALIMENTOS_LIBRES_EN_ENERGIA:204
Strudel de manzana,,275,3.25,41.25,11.25,2.25,0,rebanada,40,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:183
Suarero crudo,,262.069,26.8966,0,16.5517,0,0,,,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:72
Suirimi imitacion camaron,,100,12.25,9.25,1.5,0,0,,,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:231
Surimi,,97.5,15,6.75,1,0,0,barra,60,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:230
Sustituto de huevo en polvo,,446.6667,55.3333,22,13.3333,0,0,cucharada,5,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:132
Sustituto de huevo liquido,,85,11.8333,0.6667,3.3333,0,0,cucharada,15,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:133
Sustituto de queso mozzarella,,246.4286,11.4286,23.5714,12.1429,0,0,rebanada,28,SMAE 2014,SMAE2014:A_O_A_MODERADOS_EN_GRASA:73
T-bone con grasa cocido,,300,23.125,0,22.5,0,0,,,SMAE 2014,SMAE2014:A_O_A_ALTO_EN_GRASA:140
T-bone sin grasa,,204.1667,26.6667,0,10,0,0,,,SMAE 2014,SMAE2014:A_O_A_BAJO_EN_GRASA:134
Tacos al pastor,,221.6667,0,21.3333,10,0,0,pieza,50,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:55
Tacos de barbacoa,,221.6667,0,21.3333,10,0,0,pieza,75,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:56
Tacos de canasta,,221.6667,0,21.3333,10,0,0,pieza,75,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:52
Tacos de canasta,,221.6667,0,21.3333,10,0,0,pieza,50,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:57
Tacos de carnitas,,221.6667,0,21.3333,10,0,0,pieza,75,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:58
Tacos de guisado,,221.6667,0,21.3333,10,0,0,pieza,75,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:53
Tacos de guisado,,221.6667,0,21.3333,10,0,0,pieza,75,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:59
Tallarin al chipotle,,98.8095,0,14.2857,3.5714,0,0,taza,210,SMAE 2014,SMAE2014:PLATILLOS_SOPAS:60
Tallarin cocido,,375,12.5,75.625,1.875,0.625,0,taza,48,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:335
Tallarin crudo,,370,12.5,75,1,0.5,0,,,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:336
Tamal,,456.25,0,58.75,15.625,0,0,pieza,80,SMAE 2014,SMAE2014:PLATILLOS_PLATOS_FUERTES:78
Tamal de carne,,255,7.75,22,15,0.25,0,pieza,200,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:184
Tamal de elote,,215,2.75,24.75,10.75,1,0,pieza,200,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:185
Tamal de frijol,,257.5,3.75,22.75,18,1,0,pieza,200,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:186
Tamal de queso con rajas,,260,5,22.75,17.75,1,0,pieza,200,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:187
Tamal rojo,,302.9412,2.6471,32.3529,19.1176,0.5882,0,pieza,204,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:188
Tamal verde,,302.9412,2.6471,32.3529,19.1176,0.5882,0,pieza,204,SMAE 2014,SMAE2014:CEREALES_CON_GRASA:189
Tamarindo,,240,2.8,62.4,0.4,5.2,0,,,SMAE 2014,SMAE2014:FRUTAS:202
Tamarindo (pulpa sin azúcar),,57,0.1,14.7,0.1,0.5,0,cucharada,12.5,SMAE 2014,SMAE2014:FRUTAS:203
Tamarindo pelado,,240,3,62.6667,0.6667,5,0,taza,120,SMAE 2014,SMAE2014:FRUTAS:204
Tampiqueña,,120,24,0,2.6667,0,0,pieza,120,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:232
Tampiqueña de filete,,120,24,0,2.6667,0,0,pieza,120,SMAE 2014,SMAE2014:A_O_A_MUY_BAJOS_EN_GRASA:233
Tangerina,,43.75,0.4688,11.9531,0.2344,0.3125,0,pieza,64,SMAE 2014,SMAE2014:FRUTAS:205
Tapioca,,342.1053,0,85.2632,0,0,0,cucharada,9.5,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:337
Tarta de frutas,,231.25,0,40.625,6.25,0,0,pieza,20,SMAE 2014,SMAE2014:PLATILLOS_POSTRES:33
Tejocote,,86.6667,0.8333,21.8333,0.6667,2.6667,0,pieza,30,SMAE 2014,SMAE2014:FRUTAS:206
Telera,,269.5652,7.8261,50,3.4783,2.6087,0,pieza,69,SMAE 2014,SMAE2014:CEREALES_SIN_GRASA:338
Tequila,,265.4545,0,0,0,0,0,ml,1,SMAE 2014,SMAE2014:BEBIDAS_ALCOHOLICAS:28
Tequilla con refresco de toronja,,63.3333,0,10,0,0,0,vaso,300,SMAE 2014,SMAE2014:PLATILLOS_BEBIDAS:41
